Media,Variancia,Skewness,Kurtosis,Energia,Entropia,Classe
253.0009765625,0.0009756088256835936,31.95310591346492,1019.0009775171065,1046530.0,0.011173818721219529,6.0
253.0,0.0,0.0,0.0,1048576.0,0.0,9.0
253.0,0.0,0.0,0.0,1048576.0,0.0,9.0
253.0,0.0,0.0,0.0,1048576.0,0.0,4.0
253.0,0.0,0.0,0.0,1048576.0,0.0,1.0
253.0,0.0,0.0,0.0,1048576.0,0.0,1.0
253.0,0.0,0.0,0.0,1048576.0,0.0,2.0
253.0,0.0,0.0,0.0,1048576.0,0.0,7.0
253.0,0.0,0.0,0.0,1048576.0,0.0,8.0
253.0,0.0,0.0,0.0,1048576.0,0.0,3.0
253.0,0.0,0.0,0.0,1048576.0,0.0,4.0
253.0,0.0,0.0,0.0,1048576.0,0.0,7.0
253.0,0.0,0.0,0.0,1048576.0,0.0,7.0
253.0,0.0,0.0,0.0,1048576.0,0.0,2.0
253.0,0.0,0.0,0.0,1048576.0,0.0,9.0
253.0,0.0,0.0,0.0,1048576.0,0.0,9.0
253.0,0.0,0.0,0.0,1048576.0,0.0,9.0
253.0,0.0,0.0,0.0,1048576.0,0.0,3.0
253.0,0.0,0.0,0.0,1048576.0,0.0,2.0
253.0,0.0,0.0,0.0,1048576.0,0.0,6.0
253.0,0.0,0.0,0.0,1048576.0,0.0,4.0
253.0,0.0,0.0,0.0,1048576.0,0.0,3.0
253.0,0.0,0.0,0.0,1048576.0,0.0,6.0
253.0,0.0,0.0,0.0,1048576.0,0.0,6.0
253.0,0.0,0.0,0.0,1048576.0,0.0,2.0
253.0,0.0,0.0,0.0,1048576.0,0.0,6.0
253.0,0.0,0.0,0.0,1048576.0,0.0,3.0
253.0,0.0,0.0,0.0,1048576.0,0.0,5.0
253.0,0.0,0.0,0.0,1048576.0,0.0,4.0
253.0,0.0,0.0,0.0,1048576.0,0.0,0.0
253.0,0.0,0.0,0.0,1048576.0,0.0,0.0
253.0,0.0,0.0,0.0,1048576.0,0.0,9.0
253.01171875,0.0115814208984375,9.074425108007848,80.34519104084323,1024288.0,0.09198335195381278,1.0
